,curve_date,curve_num,curve_name,dH,dH_std,Tm,Tm_std,fmax,fmax_std,fmin,fmin_std,s1,s1_std,s2,s2_std,rmse,celsius_min,celsius_max,data_file,blank,pass_qc,SEQID,conc_uM,Na_mM,Cuvette,dG_37,dS
22111703_1_SecondaryMeltingCurve,22111703,1,SecondaryMeltingCurve,-44.66975794971972,0.8426223173672094,62.295213103012685,0.6073546951761097,0.010000000036259947,0.008193019909119288,0.0091320753168906,0.00026483879035534604,0.00040042835279696654,1.0795951069309329e-05,0.002154647837183443,0.0004267268520252028,0.0006807180903249983,4.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22111703_Mismatch7_hairpin_1M-Na/1_SecondaryMeltingCurve.csv,,True,MMCNN20,10.0,1000.0,ECL micro cuvette,-3.368451843881763,-0.1331655847358954
22111703_2_MeltingCurve,22111703,2,MeltingCurve,-39.929975935341055,0.7160310468139511,64.19022804944929,0.8852423463958413,0.01000000000327126,0.022941746092077234,0.011716073478355613,0.0003276373019082752,0.00029040063480967326,1.4067942669097398e-05,0.0026181000761837936,0.0007754704751346741,0.0008150643124206054,4.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22111703_Mismatch7_hairpin_1M-Na/2_MeltingCurve.csv,,True,MMCNN70,10.0,1000.0,ECL micro cuvette,-3.2184277516163786,-0.11836707458882696
22111703_6_SecondaryMeltingCurve,22111703,6,SecondaryMeltingCurve,-47.504116389752376,0.9731612680381315,66.89631265263206,0.8850385336734014,0.010000000006950479,0.003940024292133158,0.009337246561082022,0.0002369479055965617,0.00040187605634756096,8.96132576742928e-06,0.00215744720084432,0.0009268534484551814,0.000641028498189094,4.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22111703_Mismatch7_hairpin_1M-Na/6_SecondaryMeltingCurve.csv,,True,MMCNN151,10.0,1000.0,ECL micro cuvette,-4.176483799504796,-0.13969896047153824
22111703_3_SecondaryCoolingCurve,22111703,3,SecondaryCoolingCurve,-18.44553009883432,0.8238610526649517,60.30278111427681,2.0132744019895865,0.2531029515650539,0.04416815112685708,0.008188636422584383,0.00029764575123210303,0.0003566764545164247,5.2411191413012336e-05,-0.0015170693567214677,0.0005100170715093907,0.0005325251505826918,4.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22111703_Mismatch7_hairpin_1M-Na/3_SecondaryCoolingCurve.csv,,True,MMCNN88,10.0,1000.0,ECL micro cuvette,-1.289034534345761,-0.055316767900978746
22111703_2_TertiaryMeltingCurve,22111703,2,TertiaryMeltingCurve,-48.90873209864515,1.1324314070978867,63.12113513146717,0.6741128234331596,0.010000000000109158,0.0020859000323870053,0.009906942543334366,0.00035138321063301177,0.00039894233744086627,1.3535168634392496e-05,0.0023575990421060844,0.0006248920820354995,0.000937944441999323,4.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22111703_Mismatch7_hairpin_1M-Na/2_TertiaryMeltingCurve.csv,,True,MMCNN70,10.0,1000.0,ECL micro cuvette,-3.799171165131283,-0.14544433639694945
22111703_6_TertiaryMeltingCurve,22111703,6,TertiaryMeltingCurve,-47.04450543764853,0.9925181515286419,67.012080452423,0.9083410843438079,0.010000000020170615,0.006113495455654218,0.009327363119344165,0.0002470469780114217,0.00042030280147975496,9.385577084734846e-06,0.002258939909232538,0.000991526377029526,0.0006664055477807485,4.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22111703_Mismatch7_hairpin_1M-Na/6_TertiaryMeltingCurve.csv,,True,MMCNN151,10.0,1000.0,ECL micro cuvette,-4.150678641667809,-0.13830026373039087
22111703_3_CoolingCurve,22111703,3,CoolingCurve,-18.246700846315033,0.7646049074247914,61.65487330018619,2.086259175894055,0.27797922887308885,0.048799660778128244,0.008528665522458803,0.00027956106471145847,0.0002897487315891567,5.005749352474506e-05,-0.001821922817876187,0.0005606390839438176,0.0005068699784720262,4.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22111703_Mismatch7_hairpin_1M-Na/3_CoolingCurve.csv,,True,MMCNN88,10.0,1000.0,ECL micro cuvette,-1.3436784628548202,-0.054499507926681325
22111703_3_MeltingCurve,22111703,3,MeltingCurve,-12.638566346795871,0.6767683394148256,55.758994046241106,9.371357152274907,0.010000000391179386,0.07590266691239349,0.009133454210901296,0.001555529536384213,0.00018136346158525996,0.00020709260086435851,0.002423458714708726,0.0009826403316328337,0.0006355296722517793,4.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22111703_Mismatch7_hairpin_1M-Na/3_MeltingCurve.csv,,False,MMCNN88,10.0,1000.0,ECL micro cuvette,-0.7208279346086691,-0.03842572436623312
22111703_3_SecondaryMeltingCurve,22111703,3,SecondaryMeltingCurve,-15.852726595053108,0.4670703029077235,57.31352121654202,3.740382474341051,0.010000000050671504,0.6478932823682642,0.007722100865300702,0.0002625668363790016,0.0005235249561792443,6.1533818695454e-05,0.0023487824385046707,0.000483123839811389,0.0004298588434575601,4.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22111703_Mismatch7_hairpin_1M-Na/3_SecondaryMeltingCurve.csv,,True,MMCNN88,10.0,1000.0,ECL micro cuvette,-0.9744636770896078,-0.04797118464602128
22111703_3_TertiaryMeltingCurve,22111703,3,TertiaryMeltingCurve,-18.14936497792816,0.676472051625585,62.665918990210976,4.944573747443173,0.12589271910425903,0.10068892833283635,0.007170371385628163,0.00039546009714190063,0.0005637956323067961,5.795214204778185e-05,0.0009583234355381443,0.001104410534677011,0.0006924542410684545,4.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22111703_Mismatch7_hairpin_1M-Na/3_TertiaryMeltingCurve.csv,,True,MMCNN88,10.0,1000.0,ECL micro cuvette,-1.3871293911497238,-0.05404557661382697
22111703_4_SecondaryMeltingCurve,22111703,4,SecondaryMeltingCurve,-40.14817202530709,1.259844845535647,64.9804172365304,1.5820090181484223,0.010000000182387258,0.12415405797699172,0.007757070682590045,0.00029284795557383945,0.0007388873415536956,1.2449922295098807e-05,0.001956070544077093,0.0007997971248645286,0.0007335365115062433,4.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22111703_Mismatch7_hairpin_1M-Na/4_SecondaryMeltingCurve.csv,,True,MMCNN112,10.0,1000.0,ECL micro cuvette,-3.322276102023292,-0.11873575986872094
22111703_2_CoolingCurve,22111703,2,CoolingCurve,-52.104935644537065,1.7348713379238478,62.23521477765097,0.6254773292787442,0.09630072321185762,0.044361346265365365,0.01173851390598843,0.00044021584030882473,0.000219451677740512,1.6784929717711364e-05,0.0007475265129892605,0.0005806692816988614,0.0011812453832146035,4.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22111703_Mismatch7_hairpin_1M-Na/2_CoolingCurve.csv,,True,MMCNN70,10.0,1000.0,ECL micro cuvette,-3.920504494622091,-0.1553584754148476
22111703_1_TertiaryMeltingCurve,22111703,1,TertiaryMeltingCurve,-44.06272987017714,0.7234342240716979,62.208647201978536,0.5397613253201247,0.010000000002565627,0.008640130303327455,0.008992948806136838,0.0002405214595219472,0.0004135679090080391,9.890400132585585e-06,0.002234377234449081,0.0003847053444082443,0.0006146500478183791,4.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22111703_Mismatch7_hairpin_1M-Na/1_TertiaryMeltingCurve.csv,,True,MMCNN20,10.0,1000.0,ECL micro cuvette,-3.312160939701044,-0.13138987241810768
22111703_4_TertiaryCoolingCurve,22111703,4,TertiaryCoolingCurve,-47.22379832547024,2.4693334922626935,63.994245329806255,1.1702982172408498,0.15384715681742392,0.04752677333884042,0.009622150982940073,0.00035417811213350064,0.0006639016311176249,1.4189944631450904e-05,-0.000552015585481902,0.0006173648584654767,0.0009200579805370895,4.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22111703_Mismatch7_hairpin_1M-Na/4_TertiaryCoolingCurve.csv,,True,MMCNN112,10.0,1000.0,ECL micro cuvette,-3.781084254177354,-0.140070011514728
22111703_5_TertiaryMeltingCurve,22111703,5,TertiaryMeltingCurve,-39.22842198455261,3.554245658711711,71.89999999999976,1.7271653364980353,0.010000000127730155,0.0630804157369115,0.007635615749888233,0.0001103328729799446,0.000405109732275033,4.623547575174693e-06,0.0012737969570979502,0.0011338567178237038,0.0002799315634900301,4.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22111703_Mismatch7_hairpin_1M-Na/5_TertiaryMeltingCurve.csv,,True,MMCNN124,10.0,1000.0,ECL micro cuvette,-3.967749390699545,-0.113689094289386
22111703_5_CoolingCurve,22111703,5,CoolingCurve,-70.53408285498163,2.423260808667333,70.39443822348025,0.9346999211571446,0.12398920429084295,0.04231088390983008,0.00924837871034978,6.906259950496284e-05,0.0002634273765786954,2.1884860641361815e-06,-0.0009992301401704484,0.0005490504092356928,0.0002096321852879755,4.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22111703_Mismatch7_hairpin_1M-Na/5_CoolingCurve.csv,,True,MMCNN124,10.0,1000.0,ECL micro cuvette,-6.856306813554862,-0.2053128358582195
22111703_2_SecondaryMeltingCurve,22111703,2,SecondaryMeltingCurve,-46.97274159545376,0.9360161744029807,64.55110861529741,0.7776399149030631,0.010000000001499483,0.012668029578073583,0.009922680050326274,0.00034721090841156925,0.0003830454316404719,1.3463736961095423e-05,0.0025718133009324795,0.0008355578203952638,0.0009232711630307004,4.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22111703_Mismatch7_hairpin_1M-Na/2_SecondaryMeltingCurve.csv,,True,MMCNN70,10.0,1000.0,ECL micro cuvette,-3.8322382504492034,-0.13909560968887494
22111703_4_MeltingCurve,22111703,4,MeltingCurve,-38.09930244049053,0.7710373118124345,65.27550233985885,1.047757361578859,0.010000000083195591,0.14447123477186607,0.006887143856845898,0.0001841351964877962,0.0006208439460992921,8.110779761919944e-06,0.0019046715332975417,0.0005325352694858135,0.0004504958556924055,4.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22111703_Mismatch7_hairpin_1M-Na/4_MeltingCurve.csv,,True,MMCNN112,10.0,1000.0,ECL micro cuvette,-3.183202530113231,-0.11257810707843721
22111703_1_MeltingCurve,22111703,1,MeltingCurve,-44.98608368790706,0.6297703335725335,62.17640087065691,0.43548395524616385,0.010000000017734857,0.0034107578014162068,0.008751428413344434,0.00018653319342496738,0.00036226185202004046,7.584116449645148e-06,0.0020299891980211093,0.00029292808091819936,0.00048024021281745284,4.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22111703_Mismatch7_hairpin_1M-Na/1_MeltingCurve.csv,,True,MMCNN20,10.0,1000.0,ECL micro cuvette,-3.3775678669707045,-0.13415610453308516
22111703_4_CoolingCurve,22111703,4,CoolingCurve,-47.022541517159134,2.948830444338067,63.90193361077062,1.420968220198668,0.14472867142666873,0.05549668330252145,0.010294989707987867,0.0004157515922063672,0.0005660273950525152,1.6693145067442065e-05,-0.000523854595286144,0.0007204124187842311,0.0010784216485554422,4.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22111703_Mismatch7_hairpin_1M-Na/4_CoolingCurve.csv,,True,MMCNN112,10.0,1000.0,ECL micro cuvette,-3.753122780079189,-0.13951126466896646
22111703_4_TertiaryMeltingCurve,22111703,4,TertiaryMeltingCurve,-41.113668187318865,1.3966707799664906,65.04181439363288,1.678906197224908,0.010000000040570587,1.1553547351120779,0.007538021014386109,0.0003281443728298493,0.0007982474078054302,1.3721906956297907e-05,0.0020421168136515178,0.0009031902888480143,0.0008307907291243989,4.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22111703_Mismatch7_hairpin_1M-Na/4_TertiaryMeltingCurve.csv,,True,MMCNN112,10.0,1000.0,ECL micro cuvette,-3.409017614507676,-0.12156908132455649
22111703_1_TertiaryCoolingCurve,22111703,1,TertiaryCoolingCurve,-45.90203243134822,1.001834681726839,61.7775652951655,0.43213542043062914,0.19634202201423046,0.026665247307716865,0.010704012037616936,0.000285923851396691,0.00030128298887555083,1.1878248834566932e-05,-0.0007788443491234531,0.000347911080196657,0.0007244806641258385,4.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22111703_Mismatch7_hairpin_1M-Na/1_TertiaryCoolingCurve.csv,,True,MMCNN20,10.0,1000.0,ECL micro cuvette,-3.3957808302407675,-0.13705062582978383
22111703_5_MeltingCurve,22111703,5,MeltingCurve,-27.45227712765557,5.809635794880419,67.74851479514271,7.891370615301852,0.010000000012867464,0.07600553564205326,0.0092048008881975,0.0005728086387768954,0.0002400919273060076,3.4923947970483196e-05,0.0012289877224609391,0.002187478771077496,0.0011722499147885305,4.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22111703_Mismatch7_hairpin_1M-Na/5_MeltingCurve.csv,,False,MMCNN124,10.0,1000.0,ECL micro cuvette,-2.4761526166440824,-0.08052917785268898
23031301_2_CoolingCurve,23031301,2,CoolingCurve,-25.35475352531896,1.0151011481506498,50.47361989607421,0.39937395859281044,0.44382643086564466,0.015586472057927509,-0.006644602433980143,0.0015850664072849018,0.002729659332326273,0.00013879540965650345,-0.0020512288373379928,0.00019053545429851144,0.0024200195560120374,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23031301_Jan_hairpin_rerun_05/2_CoolingCurve.csv,,True,TETNNN621,9.0,25.0,eCuvette,-1.0556099448751606,-0.07834642457018798
23031301_1_CoolingCurve,23031301,1,CoolingCurve,-16.29104550719726,1.4214769681702297,62.82935360097962,2.2524810557268826,0.6882130921255517,0.11419445493734108,-0.0002802717908142044,0.0015018351833389434,0.001368573915287996,0.00031345810678097454,-0.00498187718956733,0.0012141973085260213,0.002723846874066084,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23031301_Jan_hairpin_rerun_05/1_CoolingCurve.csv,,True,TETNNN707,9.0,25.0,eCuvette,-1.2524197407522528,-0.048488233972094175
23021619_3_CoolingCurve,23021619,3,CoolingCurve,-28.837500677717884,0.32057901569401304,42.16990100347078,0.0945675418411879,0.35283785187826383,0.0034076856682773477,0.005790954048081887,0.0006980150168939495,0.0013191840986843673,6.137017278157585e-05,-0.0004709200278019132,4.331499165443765e-05,0.0009743602458349179,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23021619_order90_11/3_CoolingCurve.csv,,True,TETNNN1847,6.0,25.0,eCuvette,-0.4728119703731672,-0.09145474353488543
23021619_6_CoolingCurve,23021619,6,CoolingCurve,-23.291210953236998,1.465245238022905,71.19087629993525,3.0070013350595297,3.793596325701964,1.1629316399278906,-0.03262196928075885,0.009185994518131428,0.00421461386770039,0.0006025320361960233,-0.026505667359665308,0.012594222742310009,0.01730295072832115,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23021619_order90_11/6_CoolingCurve.csv,,False,TETNNN2364,6.0,25.0,eCuvette,-2.3126702851396934,-0.06763998280863229
23021619_2_CoolingCurve,23021619,2,CoolingCurve,-34.81756998027115,0.5972793715467275,37.32068090490685,0.13124899940845863,0.1724864665339048,0.0018729969559026754,0.00796449241122367,0.000710292559036046,0.000902521619294383,6.002586261407908e-05,0.00032035695464616154,2.538330657991627e-05,0.0009502017111531531,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23021619_order90_11/2_CoolingCurve.csv,,True,TETNNN615,6.0,25.0,eCuvette,-0.03596259014019746,-0.11214447006329505
23021619_5_CoolingCurve,23021619,5,CoolingCurve,-25.90567133908035,0.47584155279324425,41.26852884519051,0.17064400295202062,0.33993252429411,0.0060520057754361225,0.012885871006873759,0.001109201355420145,4.0760325962230226e-05,0.00011441869918064458,-0.0009983535748059325,7.508151922750638e-05,0.001452471536986204,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23021619_order90_11/5_CoolingCurve.csv,,True,TETNNN621,6.0,25.0,eCuvette,-0.3516939849920103,-0.08239231776265789
23021619_1_CoolingCurve,23021619,1,CoolingCurve,-21.186328807244237,0.3401249419898616,46.25775092203721,0.17314447844755723,0.5208775552242214,0.0112141134498299,0.008415847425103304,0.0009226925439680332,0.0004122437808276036,0.00011847877259065515,-0.0018121990788593223,0.0001290515127856596,0.0012760956585678603,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23021619_order90_11/1_CoolingCurve.csv,,True,TETNNN1848,6.0,25.0,eCuvette,-0.6140669864261455,-0.06633003972535255
23021619_4_CoolingCurve,23021619,4,CoolingCurve,-24.963212381134642,0.4586944763717817,42.53776391577313,0.17173822295250926,0.30287377570292484,0.006271467320379083,0.008148317992807269,0.0009504418060760512,0.0008626274511560617,9.862978247742596e-05,0.00014592815614689059,7.640727999837732e-05,0.001267294134846958,5.0,85.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/23021619_order90_11/4_CoolingCurve.csv,,True,TETNNN707,6.0,25.0,eCuvette,-0.43790223298901965,-0.07907564129661655
22110802_4_SecondaryCoolingCurve,22110802,4,SecondaryCoolingCurve,-28.83730264424274,0.3405809740805388,41.28815335607819,0.09786150113276784,0.19701602906437668,0.003146913922334813,0.005270596200402294,0.0003758668857689723,0.0007824235382223321,3.5511445745201294e-05,0.00012867221648393823,4.3082211840367485e-05,0.0004931558531150774,5.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22110802_TETRAloop7_hairpin_25mM-Na/4_SecondaryCoolingCurve.csv,,True,TETNNN1390,9.0,25.0,ECL micro cuvette,-0.39326899358207523,-0.09171057117736794
22110802_2_MeltingCurve,22110802,2,MeltingCurve,-53.476927103776944,2.93018272104865,53.199999809264966,0.447502810630967,0.01000000006756352,0.013989030095768377,0.011518786019821689,0.0012649499207039042,0.0001867974129940997,5.34168044548001e-05,0.0029551607362483523,0.0003906835373553394,0.00295054515084737,5.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22110802_TETRAloop7_hairpin_25mM-Na/2_MeltingCurve.csv,,True,TETNNN449,9.0,25.0,ECL micro cuvette,-2.654592337636242,-0.16386372647474032
22110802_6_MeltingCurve,22110802,6,MeltingCurve,-36.08223028129672,0.7583140602484926,49.71885831873746,0.26939512328255405,0.06593130093392657,0.012374954252591204,0.0038507419684741667,0.0005860236301716236,0.0008394893573744344,3.3059322125252684e-05,0.003023375076516732,0.00016535001648852607,0.0010913107574249121,5.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22110802_TETRAloop7_hairpin_25mM-Na/6_MeltingCurve.csv,,True,TETNNN3276,9.0,25.0,ECL micro cuvette,-1.4213968394524448,-0.11175506510347985
22110802_6_SecondaryMeltingCurve,22110802,6,SecondaryMeltingCurve,-36.99704926911955,0.43258681802255705,50.02811266707849,0.14439289270933847,0.078395504493926,0.006972018607449896,0.003581371317997989,0.0003300710210381517,0.0010164542184754044,1.8256727614294963e-05,0.0029944607772618426,9.34848584055595e-05,0.0006267272544275793,5.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22110802_TETRAloop7_hairpin_25mM-Na/6_SecondaryMeltingCurve.csv,,True,TETNNN3276,9.0,25.0,ECL micro cuvette,-1.4914429762886765,-0.11447882087000122
22110802_3_SecondaryCoolingCurve,22110802,3,SecondaryCoolingCurve,-45.13236328063735,0.7714298647167531,41.07276914865536,0.09528317459705007,0.2670207806170745,0.005539418658642544,0.004689813666954104,0.0010016031912103258,0.0009181755486409315,6.312037188013173e-05,0.0005920661365914626,8.280488892248585e-05,0.0016670938006357425,5.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22110802_TETRAloop7_hairpin_25mM-Na/3_SecondaryCoolingCurve.csv,,True,TETNNN1262,9.0,25.0,ECL micro cuvette,-0.5849789220345328,-0.14363174063712017
22110802_3_CoolingCurve,22110802,3,CoolingCurve,-46.87242121200051,0.6647200836949383,40.643825180689795,0.07517632445707265,0.24422378481813944,0.0038757744582054244,0.004178905944583797,0.0008023971133811577,0.0007638075222715646,4.9933365026554696e-05,0.0005781288728066158,5.794505158836166e-05,0.0013476699618378688,5.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22110802_TETRAloop7_hairpin_25mM-Na/3_CoolingCurve.csv,,True,TETNNN1262,9.0,25.0,ECL micro cuvette,-0.5442902153789649,-0.14937330645372093
22110802_6_CoolingCurve,22110802,6,CoolingCurve,-35.45480959974651,0.34110339047694627,50.07805239933543,0.10436730838548909,0.27437306008162127,0.005819154150495157,0.005193370649178242,0.0003212313342398941,0.000923697920041322,1.9310365898070285e-05,-0.0003981206878858057,7.866634952831408e-05,0.0005746457791689555,5.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22110802_TETRAloop7_hairpin_25mM-Na/6_CoolingCurve.csv,,True,TETNNN3276,9.0,25.0,ECL micro cuvette,-1.4345285141930928,-0.1096897665179862
22110802_6_SecondaryCoolingCurve,22110802,6,SecondaryCoolingCurve,-34.30246825682639,0.2728699988604219,50.20956107884877,0.09261340854447621,0.27396724484288115,0.005283832680668018,0.004816296380813351,0.0002726341591553357,0.0010046218606389878,1.676264171796835e-05,-9.890047140004299e-05,7.09000724474743e-05,0.00048072262591135616,5.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22110802_TETRAloop7_hairpin_25mM-Na/6_SecondaryCoolingCurve.csv,,True,TETNNN3276,9.0,25.0,ECL micro cuvette,-1.4012900935479982,-0.10608150302524066
22110802_3_MeltingCurve,22110802,3,MeltingCurve,-51.56082834946587,0.4254221351848488,41.34898008413671,0.04050516064569705,0.13501630100988998,0.0022505111245286957,0.009506802434811959,0.0004331011097676036,0.00019966534092796806,2.4660431188853866e-05,0.002558807465294244,3.371095708346706e-05,0.0007832344623211326,5.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22110802_TETRAloop7_hairpin_25mM-Na/3_MeltingCurve.csv,,True,TETNNN1262,9.0,25.0,ECL micro cuvette,-0.7129975924037342,-0.16394593182996017
22110802_3_SecondaryMeltingCurve,22110802,3,SecondaryMeltingCurve,-54.60936952839481,0.4672094068873778,42.34700716707751,0.040153985962170555,0.13438831964572248,0.0022461805687106436,0.005841874287550716,0.000409786935632864,0.0007301075213250741,2.222740987104676e-05,0.0026380317180607626,3.366529285058243e-05,0.0007754263794926776,5.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22110802_TETRAloop7_hairpin_25mM-Na/3_SecondaryMeltingCurve.csv,,True,TETNNN1262,9.0,25.0,ECL micro cuvette,-0.9255133444206607,-0.1730899764113305
22110802_4_SecondaryMeltingCurve,22110802,4,SecondaryMeltingCurve,-27.91775404494112,0.2070691853485448,43.292956812882096,0.07312101504461374,0.1727359305542313,0.002534050545598357,0.00599219879708604,0.00021491349527361903,0.0006479627429478718,1.9466370388620202e-05,0.0007056262936595559,3.382398169079632e-05,0.000295349893032889,5.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22110802_TETRAloop7_hairpin_25mM-Na/4_SecondaryMeltingCurve.csv,,True,TETNNN1390,9.0,25.0,ECL micro cuvette,-0.5551876467307956,-0.08822365435502282
22110802_2_CoolingCurve,22110802,2,CoolingCurve,-41.323370496848916,0.19468107244394262,52.9758974295274,0.0502742015440914,0.2828085110375834,0.003484363110600882,0.007673139202760207,0.00015061852515742526,0.0004973134741446117,7.590204281959845e-06,-0.0008362195691131724,4.724802243626994e-05,0.00030747367536490083,5.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22110802_TETRAloop7_hairpin_25mM-Na/2_CoolingCurve.csv,,True,TETNNN449,9.0,25.0,ECL micro cuvette,-2.0243039074892075,-0.12670987131826444
22110802_5_CoolingCurve,22110802,5,CoolingCurve,-33.38724173915886,1.2107268618968594,38.933072194620074,0.2613725011362807,0.013046628176316138,0.0002380693518496817,0.009964675322164343,3.857407040829189e-05,1.2845087550061862e-05,3.129540527862333e-06,5.464704243163254e-05,3.3673246030262817e-06,5.295711051191215e-05,5.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22110802_TETRAloop7_hairpin_25mM-Na/5_CoolingCurve.csv,,True,TETNNN1511,9.0,25.0,ECL micro cuvette,-0.20680374685871689,-0.10698190550475623
22110802_5_SecondaryMeltingCurve,22110802,5,SecondaryMeltingCurve,-40.62493919042994,2.6410593759220653,39.38961264027166,0.4089942673572261,0.010000000008783956,0.0014563832544385426,0.009788421219520338,5.1727363360703533e-05,3.0422358243686887e-05,3.3891537111460924e-06,0.00010985485982706322,4.392438843217753e-06,8.298295240091566e-05,5.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22110802_TETRAloop7_hairpin_25mM-Na/5_SecondaryMeltingCurve.csv,,True,TETNNN1511,9.0,25.0,ECL micro cuvette,-0.3106098052007692,-0.12998332866428883
22110802_2_SecondaryMeltingCurve,22110802,2,SecondaryMeltingCurve,-40.72175870468306,0.31574684662601077,54.81304598429003,0.10974209882865558,0.16841967860209148,0.007662505486471303,0.0073124461663145734,0.00022236634609458479,0.0005957228679245308,1.0723018864106475e-05,0.001327262659789774,0.00010185479260767176,0.00047112304965629995,5.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22110802_TETRAloop7_hairpin_25mM-Na/2_SecondaryMeltingCurve.csv,,True,TETNNN449,9.0,25.0,ECL micro cuvette,-2.211769189393459,-0.12416569245619734
22110802_4_MeltingCurve,22110802,4,MeltingCurve,-30.249580724477116,0.5530158283432796,41.094412872283336,0.15649290047311465,0.10392318084164733,0.00442163230768569,0.005590348891119423,0.0004982619658459915,0.0006251996339914356,4.2040825789794785e-05,0.0016127996449588622,6.0421074171552157e-05,0.0006842824746040105,5.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22110802_TETRAloop7_hairpin_25mM-Na/4_MeltingCurve.csv,,True,TETNNN1390,9.0,25.0,ECL micro cuvette,-0.3941335712778762,-0.09626131598645572
22110802_2_SecondaryCoolingCurve,22110802,2,SecondaryCoolingCurve,-41.13573781508635,0.4798331495175979,51.74797161613828,0.12251652800737141,0.17819237914827282,0.007322440018611526,0.006696085780010921,0.00034567472093937593,0.0005786320411811374,1.7620740632377046e-05,0.0008384874501974338,9.939196910140542e-05,0.0006980967566445288,5.0,75.0,/Users/yuxi/workspace/nnn_analysis/data/uv_melt/ECLExportAuto/22110802_TETRAloop7_hairpin_25mM-Na/2_SecondaryCoolingCurve.csv,,True,TETNNN449,9.0,25.0,ECL micro cuvette,-1.8672590988735653,-0.12661124848045394
